ID_Transacao,Produto,Categoria,Marca,Preco_Unitario,Quantidade
100435,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100435,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100436,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100436,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100437,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100437,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100438,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100439,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100439,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100440,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100440,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100441,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100441,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100442,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100442,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100443,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100443,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100444,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100444,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100445,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100445,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100446,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100446,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100447,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100447,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100448,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100448,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100449,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
